city,neighbourhood,room_type,property_type,actual_price,predicted_price,potential_uplift_per_night,estimated_uplift,mispricing_pct
Austin,78703,Entire home/apt,Apartment,150.0,269.42883,119.4288330078125,7165.72998046875,-0.44326671230598946
San Francisco,Noe Valley,Entire home/apt,Apartment,168.0,286.46014,118.46014404296875,7107.608642578125,-0.4135309798112782
Asheville,28806,Entire home/apt,Apartment,118.0,235.90698,117.906982421875,7074.4189453125,-0.49980285115520945
Seattle,Maple Leaf,Entire home/apt,Apartment,135.0,252.87315,117.87315368652344,7072.389221191406,-0.4661354990361926
Washington D.C.,"Georgetown, Burleith/Hillandale",Entire home/apt,Apartment,125.0,242.62561,117.6256103515625,7057.53662109375,-0.48480294467316937
Austin,78701,Entire home/apt,Apartment,295.0,412.18433,117.184326171875,7031.0595703125,-0.28430078178909407
San Francisco,South of Market,Private room,Apartment,40.0,155.93526,115.93525695800781,6956.115417480469,-0.7434832841506029
Austin,78704,Entire home/apt,Apartment,125.0,240.12175,115.12174987792969,6907.304992675781,-0.4794307468459394
Washington D.C.,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home/apt,Apartment,130.0,245.02956,115.02955627441406,6901.773376464844,-0.46945175930364047
Boston,Back Bay,Entire home/apt,Apartment,105.0,219.87404,114.87403869628906,6892.442321777344,-0.5224538530215658
Washington D.C.,"Shaw, Logan Circle",Entire home/apt,Apartment,169.0,283.6154,114.61538696289062,6876.9232177734375,-0.40412259782607407
Austin,78705,Entire home/apt,Apartment,157.0,271.28677,114.28677368164062,6857.2064208984375,-0.42127661489224677
Boston,Financial District,Entire home/apt,Apartment,249.0,362.9469,113.9468994140625,6836.81396484375,-0.3139492294823764
Washington D.C.,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home/apt,Apartment,75.0,188.86089,113.86088562011719,6831.653137207031,-0.6028823027397098
Boston,Chinatown,Entire home/apt,Apartment,119.0,232.80966,113.80966186523438,6828.5797119140625,-0.488852829188485
Austin,78702,Entire home/apt,Apartment,62.0,175.29121,113.29121398925781,6797.472839355469,-0.646302866019289
San Francisco,North Beach,Entire home/apt,Apartment,150.0,263.20505,113.20504760742188,6792.3028564453125,-0.4301021148206495
Austin,78702,Private room,Apartment,65.0,177.83002,112.83001708984375,6769.801025390625,-0.6344824059305998
Austin,78702,Entire home/apt,Apartment,150.0,261.833,111.8330078125,6709.98046875,-0.42711577408370227
Washington D.C.,"Capitol Hill, Lincoln Park",Entire home/apt,Apartment,150.0,261.5811,111.58108520507812,6694.8651123046875,-0.4265640427234988
New York,Kips Bay,Entire home/apt,Apartment,125.0,236.3844,111.3843994140625,6683.06396484375,-0.4712002978629572
San Francisco,Glen Park,Entire home/apt,Apartment,113.0,223.98907,110.98907470703125,6659.344482421875,-0.49551110853152336
New York,Nolita,Entire home/apt,Apartment,80.0,190.95735,110.95735168457031,6657.441101074219,-0.5810582871292295
Washington D.C.,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home/apt,Apartment,80.0,190.27728,110.27728271484375,6616.636962890625,-0.5795609499012511
Austin,78704,Entire home/apt,Apartment,98.0,208.02522,110.02522277832031,6601.513366699219,-0.5289032806159637
San Francisco,Bernal Heights,Entire home/apt,Apartment,239.0,348.95374,109.9537353515625,6597.22412109375,-0.31509545310007
Austin,78741,Entire home/apt,Apartment,94.0,203.45526,109.45526123046875,6567.315673828125,-0.537981965020215
Austin,78757,Entire home/apt,Apartment,149.0,258.39227,109.39227294921875,6563.536376953125,-0.4233573694005833
Austin,78701,Entire home/apt,Apartment,189.0,297.8477,108.84768676757812,6530.8612060546875,-0.36544748072029215
Austin,78722,Entire home/apt,Apartment,74.0,182.41144,108.41143798828125,6504.686279296875,-0.5943236848735658
Washington D.C.,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,Apartment,50.0,158.40701,108.40701293945312,6504.4207763671875,-0.6843574089796696
Boston,South End,Entire home/apt,Apartment,200.0,308.38242,108.38241577148438,6502.9449462890625,-0.3514545908862626
Boston,Back Bay,Entire home/apt,Apartment,174.0,281.53452,107.53451538085938,6452.0709228515625,-0.38195855039438725
Austin,78704,Entire home/apt,Apartment,100.0,206.84775,106.84774780273438,6410.8648681640625,-0.5165526283836189
Boston,Government Center,Entire home/apt,Apartment,167.0,273.75034,106.75033569335938,6405.0201416015625,-0.38995508598365863
Boston,Roxbury,Entire home/apt,Apartment,120.0,225.94331,105.94331359863281,6356.598815917969,-0.4688933339573448
Washington D.C.,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire home/apt,Apartment,100.0,205.83583,105.83583068847656,6350.149841308594,-0.5141759349403769
San Francisco,Castro/Upper Market,Private room,Apartment,82.0,187.43962,105.43962097167969,6326.377258300781,-0.562525790572371
Austin,78702,Entire home/apt,Apartment,120.0,225.42566,105.4256591796875,6325.53955078125,-0.46767373139032226
New York,Chelsea,Entire home/apt,Apartment,140.0,244.02213,104.02212524414062,6241.3275146484375,-0.42628153139830244
Austin,78702,Entire home/apt,Apartment,150.0,253.81914,103.81913757324219,6229.148254394531,-0.4090280132769109
Austin,78734,Entire home/apt,Apartment,225.0,328.66315,103.66314697265625,6219.788818359375,-0.3154084902049596
Asheville,28806,Entire home/apt,Apartment,90.0,193.3065,103.30650329589844,6198.390197753906,-0.5344181470075269
New York,West Village,Entire home/apt,Apartment,125.0,227.78183,102.78182983398438,6166.9097900390625,-0.451229274560203
Washington D.C.,"Shaw, Logan Circle",Entire home/apt,Apartment,99.0,201.73991,102.73991394042969,6164.394836425781,-0.5092691472584201
New York,Williamsburg,Entire home/apt,Apartment,49.0,151.65524,102.65524291992188,6159.3145751953125,-0.6768987404815715
San Francisco,Potrero Hill,Entire home/apt,Apartment,154.0,256.6282,102.62820434570312,6157.6922607421875,-0.3999100746052564
Austin,78703,Entire home/apt,Apartment,80.0,181.39633,101.39633178710938,6083.7799072265625,-0.5589767488027834
San Francisco,Glen Park,Entire home/apt,Apartment,115.0,216.23009,101.23008728027344,6073.805236816406,-0.4681591195450098
Washington D.C.,"Capitol Hill, Lincoln Park",Entire home/apt,Apartment,122.0,223.06544,101.06544494628906,6063.926696777344,-0.4530753069827743
San Francisco,Mission,Entire home/apt,Apartment,58.0,159.0284,101.02839660644531,6061.703796386719,-0.6352852620181086
San Francisco,Haight Ashbury,Entire home/apt,Apartment,235.0,336.016,101.0159912109375,6060.95947265625,-0.300628523204789
New York,Chelsea,Entire home/apt,Apartment,140.0,240.98792,100.9879150390625,6059.27490234375,-0.419058005554731
Austin,78702,Entire home/apt,Apartment,200.0,300.32346,100.32345581054688,6019.4073486328125,-0.33405134986803675
Austin,78701,Entire home/apt,Apartment,80.0,180.04399,100.04399108886719,6002.639465332031,-0.5556641489883818
Austin,78704,Entire home/apt,Apartment,88.0,187.56006,99.56005859375,5973.603515625,-0.5308169518617735
Austin,78704,Private room,Apartment,45.0,144.45413,99.45413208007812,5967.2479248046875,-0.6884824313986792
New York,Chelsea,Entire home/apt,Apartment,125.0,224.3794,99.37939453125,5962.763671875,-0.4429078469476355
Austin,78701,Entire home/apt,Apartment,145.0,244.2959,99.2958984375,5957.75390625,-0.40645749303443013
Austin,78702,Entire home/apt,Apartment,69.0,167.94551,98.94551086425781,5936.730651855469,-0.5891524599560786
San Francisco,Haight Ashbury,Entire home/apt,Apartment,299.0,397.835,98.83499145507812,5930.0994873046875,-0.24843212280948435
New York,East Harlem,Entire home/apt,Apartment,120.0,218.71591,98.71591186523438,5922.9547119140625,-0.4513430734114119
Austin,78702,Entire home/apt,Apartment,92.0,190.59148,98.59147644042969,5915.488586425781,-0.5172921595538662
Austin,78735,Entire home/apt,Apartment,140.0,238.39778,98.39778137207031,5903.866882324219,-0.4127462126776243
New York,West Village,Entire home/apt,Apartment,190.0,288.20593,98.2059326171875,5892.35595703125,-0.34074917100207835
San Francisco,Noe Valley,Entire home/apt,Apartment,95.0,193.0206,98.02059936523438,5881.2359619140625,-0.5078245518228829
Austin,78751,Entire home/apt,Apartment,69.0,166.98853,97.988525390625,5879.3115234375,-0.5867979560955284
San Francisco,Marina,Entire home/apt,Apartment,135.0,232.86552,97.86552429199219,5871.931457519531,-0.420266265646424
San Francisco,Mission,Entire home/apt,Apartment,239.0,336.7156,97.71560668945312,5862.9364013671875,-0.2902021906563259
San Francisco,Outer Richmond,Entire home/apt,Apartment,140.0,237.63406,97.63406372070312,5858.0438232421875,-0.41085887347974964
Austin,78731,Entire home/apt,Apartment,60.0,157.04918,97.04917907714844,5822.950744628906,-0.6179540679386439
Austin,78741,Entire home/apt,Apartment,125.0,221.94162,96.94161987304688,5816.4971923828125,-0.43678882729836155
Austin,78745,Entire home/apt,Apartment,99.0,195.61156,96.61155700683594,5796.693420410156,-0.49389493384309446
Austin,78745,Entire home/apt,Apartment,55.0,151.24728,96.24728393554688,5774.8370361328125,-0.6363571062642162
Asheville,28704,Entire home/apt,Apartment,80.0,176.21156,96.21156311035156,5772.693786621094,-0.5460002817754904
Washington D.C.,"Capitol Hill, Lincoln Park",Entire home/apt,Apartment,78.0,174.15225,96.15225219726562,5769.1351318359375,-0.5521160420501029
San Francisco,Castro/Upper Market,Entire home/apt,Apartment,126.0,221.84947,95.84947204589844,5750.968322753906,-0.4320473299394111
Boston,Mission Hill,Entire home/apt,Apartment,115.0,209.61018,94.61018371582031,5676.611022949219,-0.45136253419866457
New York,Upper West Side,Entire home/apt,Apartment,75.0,169.44806,94.44805908203125,5666.883544921875,-0.5573864911389049
Asheville,28805,Entire home/apt,Apartment,84.0,178.42099,94.42098999023438,5665.2593994140625,-0.5292033745323483
San Francisco,Marina,Private room,Apartment,135.0,229.1367,94.13670349121094,5648.202209472656,-0.4108320581421901
Austin,78701,Entire home/apt,Apartment,150.0,244.11046,94.11045837402344,5646.627502441406,-0.38552407381837117
New York,Maspeth,Entire home/apt,Apartment,60.0,153.60213,93.60212707519531,5616.127624511719,-0.6093804093570446
San Francisco,Outer Richmond,Entire home/apt,Apartment,113.0,206.53905,93.53904724121094,5612.342834472656,-0.4528879574619583
Austin,78704,Entire home/apt,Apartment,150.0,243.44843,93.44842529296875,5606.905517578125,-0.38385306941505903
Austin,78704,Entire home/apt,Apartment,149.0,242.15755,93.15754699707031,5589.452819824219,-0.38469809490677304
Asheville,28801,Entire home/apt,Apartment,124.0,217.15051,93.1505126953125,5589.03076171875,-0.42896750064787337
Austin,78727,Entire home/apt,Apartment,60.0,153.07204,93.07203674316406,5584.322204589844,-0.608027688945744
Washington D.C.,"Capitol Hill, Lincoln Park",Entire home/apt,Apartment,65.0,157.79993,92.7999267578125,5567.99560546875,-0.5880859938562556
Austin,78701,Entire home/apt,Apartment,223.0,315.53442,92.534423828125,5552.0654296875,-0.2932625312492988
San Francisco,Potrero Hill,Entire home/apt,Apartment,90.0,182.49803,92.49803161621094,5549.881896972656,-0.5068439960532403
San Francisco,Castro/Upper Market,Entire home/apt,Apartment,143.0,235.2555,92.2554931640625,5535.32958984375,-0.3921502189949943
Austin,78733,Entire home/apt,Apartment,125.0,217.21751,92.21751403808594,5533.050842285156,-0.42453995685595103
San Francisco,Marina,Entire home/apt,Apartment,79.0,171.0373,92.03729248046875,5522.237548828125,-0.538112426510603
New York,West Village,Entire home/apt,Apartment,140.0,231.87791,91.87791442871094,5512.674865722656,-0.3962340038078878
